name,description,category,base_url,organization,organization_contact
Census Places SF1 in Colorado 2000,"Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf1', 'summary file', 'summary file 1', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'places', 'gis']",https://data.colorado.gov/resource/k73m-yqwy.json,,Colorado Information Marketplace
Census County Subdivisions SF3 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf3', 'summary file', 'summary file 3', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'subdivisions', 'gis']",https://data.colorado.gov/resource/ivcq-5wnv.json,,Colorado Information Marketplace
Census County Subdivisions SF1 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf1', 'summary file', 'summary file 1', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'subdivisions', 'gis']",https://data.colorado.gov/resource/85u5-cuz2.json,,Colorado Information Marketplace
Census Counties SF3 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf3', 'summary file', 'summary file 3', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'gis']",https://data.colorado.gov/resource/xf9x-4vrx.json,,Colorado Information Marketplace
Census Counties SF1 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'gis']",https://data.colorado.gov/resource/sbcg-h3as.json,,Colorado Information Marketplace
Census Blocks in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial census', 'demographics', 'population', 'gender', 'race', 'census blocks', 'gis']",https://data.colorado.gov/resource/kyzd-u4zr.json,,Colorado Information Marketplace
Census Block Groups SF3 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf3', 'summary file', 'summary file 3', 'census block', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'gis']",https://data.colorado.gov/resource/vefd-xfvu.json,,Colorado Information Marketplace
Census Block Groups SF1 in Colorado 2000,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf1', 'summary file', 'summary file 1', 'census block', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'gis']",https://data.colorado.gov/resource/m6cj-y4yw.json,,Colorado Information Marketplace
Census Zip Codes in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'sf1', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'zip codes', 'gis']",https://data.colorado.gov/resource/7jyi-58ux.json,,Colorado Information Marketplace
Census Tracts in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'tracts', 'gis']",https://data.colorado.gov/resource/rt3s-2378.json,,Colorado Information Marketplace
Census State in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'state', 'gis']",https://data.colorado.gov/resource/bv6m-vkmf.json,,Colorado Information Marketplace
Census School Districts in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'schools', 'districts', 'special districts', 'gis']",https://data.colorado.gov/resource/q9ua-9k3d.json,,Colorado Information Marketplace
Census Places in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'places', 'gis']",https://data.colorado.gov/resource/gx4f-gkav.json,,Colorado Information Marketplace
Census Combined Statistical Area in Colorado 2010,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'combined', 'gis']",https://data.colorado.gov/resource/5733-dk6i.json,,Colorado Information Marketplace
Census County Subdivisions in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'subdivisions', 'gis']",https://data.colorado.gov/resource/imy5-eits.json,,Colorado Information Marketplace
Census Counties in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'gis']",https://data.colorado.gov/resource/jkfh-gi5i.json,,Colorado Information Marketplace
Census Core Based Statistical Area in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'core', 'gis']",https://data.colorado.gov/resource/uzap-vkkz.json,,Colorado Information Marketplace
Census Block Groups in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'census blocks', 'decennial', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'gis']",https://data.colorado.gov/resource/93kh-r488.json,,Colorado Information Marketplace
Census Blocks in Colorado 2010,"Census Data is collected every 10 years by mail surveys to every household with primary data collection fields of population, gender, race and number of occupants. Data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'decennial census', 'demographics', 'population', 'gender', 'race', 'census blocks', 'gis']",https://data.colorado.gov/resource/49x6-nvb5.json,,Colorado Information Marketplace
ColoradoCAI,"This layer represents the OIT Community Anchor Institutions (CAI) data set. ''Community Anchor Institutions'' consist of schools, libraries, medical and healthcare providers, public safety entities, community colleges and other institutions of higher education, and other community support organizations and entities. These locations may not offer broadband availability to the public (although most libraries and many schools, and community centers do) but offer an opportunity for policy makers to understand where community anchor institutions which have broadband access are located; this can help in identifying challenges and opportunities to reaching connectivity goals. Although it is constantly being improved upon, ultimately we aim for this data set to evolve into a reliable resource for emergency response services.

Web Map Services - Please note that the endpoint below also offers links for JSON, SOAP, WMS, and WFS. Additionally, the ""Google Earth"" link allows the user to download a KMZ file representative of the CAI data set.

ArcGIS Mapping REST: https://gis.co.gov/oitprod10/rest/services/CAIs/CAILocations/MapServer","['gocode', 'gis', 'community anchor institutions', 'facilities', 'landmarks', 'points of interest', 'public buildings', 'government', 'broadband', 'public safety', 'fire', 'police', 'health care', 'education', 'schools', 'higher education', 'medical facilities', 'libraries', 'other community support - government', 'other community support - nongovernmental']",https://data.colorado.gov/resource/8ieb-rv9r.json,,Tudor Stanescu
Business Entity Transaction History,History of all business entity transactions with the Colorado Department of State (CDOS). The dataset goes back to the 1800’s and contains millions of records. This data set is provided by the Colorado Department of State (CDOS) business division.,"['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'business entities', 'corporate', 'corporate transactions', 'bizent']",https://data.colorado.gov/resource/casm-dbbj.json,,Colorado Information Marketplace
2014 Signed Bills,A Comprehensive list of all bills signed by Governor Hickenlooper the 2014 Legislative Session,"['bills', '2014']",https://data.colorado.gov/resource/nzfe-fdbi.json,,Vanh
Driver's License Locations,"Information from Department of Revenue, Division of Motor Vehicles","['dmv', 'driver/s license locations']",https://data.colorado.gov/resource/ivds-g5t4.json,,Vanh
Colorado's Greenhouse Gas Emission Per Capita  MTCO2 E  - 1990 To 2010,"Summary of GHG emissions per capita, from 1990 to 2010. MTCO2E - Million metric tons of carbon dioxide equivalent","['greenhouse gas', 'emission', 'ghg', 'per capita', 'emission intensity']",https://data.colorado.gov/resource/svgw-52pu.json,,April Broome
Forest Carbon Net Sequestration Emissions  MMTCO2 E  In Colorado  1990 To 2010,"Forest carbon net Sequestration/Emissions (MMTCO2E), from 1990 to 2010. MMTCO2E -millions metric tons of carbon dioxide equivalent","['forest', 'carbon flux', 'emission', 'storage', 'carbon calculation tool', 'cct', 'carbon stocks']",https://data.colorado.gov/resource/5vin-t9tb.json,,April Broome
Medical Marijuana Statistics - Reported Condition,"Medical Marijuana Registry Program Update by County as of April 30, 2014","['colorado department of public health & environment', 'medical marijuana', 'patients', 'registry']",https://data.colorado.gov/resource/5yqk-p422.json,,April Broome
Employee Counts by Industry in Colorado,"Employment counts by SIC and NAICS codes, county, and quarter since 2000 from Colorado Department of Labor and Employment (CDLE).","['bic', 'gocodecolorado', 'covid19', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'sic', 'naics', 'county', 'quarter', 'employment']",https://data.colorado.gov/resource/cjkq-q9ih.json,,Colorado Information Marketplace
Employment Wages in Colorado,"Employment wages by industry, year, and area, from Colorado Department of Labor and Employment (CDLE), since 2009","['bic', 'gocodecolorado', 'covid19', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'employment', 'wages', 'income', 'industry']",https://data.colorado.gov/resource/busm-qa5b.json,,Colorado Information Marketplace
Unemployment Estimates in Colorado,"Labor force and unemployment estimates by month and county and Metropolitan Statistical Area, from Colorado Department of Labor and Employment (CDLE), since 1990","['bic', 'gocodecolorado', 'covid19', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'labor', 'estimates', 'unemployment']",https://data.colorado.gov/resource/4e3w-qire.json,,Colorado Information Marketplace
Personal Income in Colorado,"Income (per capita or total) for each county by year with rank and population. From Colorado Department of Labor and Employment (CDLE), since 1969.","['bic', 'gocodecolorado', 'covid19', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'historical income', 'income', 'personal income', 'per capita income', 'total income', 'county', 'rank', 'population']",https://data.colorado.gov/resource/2cpa-vbur.json,,Colorado Information Marketplace
Hours Worked by Employees in Colorado,"Estimated employment counts by month and industry with hours worked by industry from Colorado Department of Labor and Employment (CDLE), since 1990.","['bic', 'gocodecolorado', 'covid19', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'employment', 'demographics', 'industry', 'statistics', 'naics', 'naics codes', 'earnings']",https://data.colorado.gov/resource/pt2g-89wc.json,,Colorado Information Marketplace
Population Estimates by Year for Counties in Colorado 2015,"Annual population estimates for each year by county for the state of Colorado, from US Census Bureau, from 1900 to 2015 provided by the Colorado Department of Labor and Employment (CDLE).","['bic', 'gocodecolorado', 'colorado', 'census', 'estimates', 'county', 'demographics', 'lmi', 'wid', 'ces']",https://data.colorado.gov/resource/bu8h-8sux.json,,Colorado Information Marketplace
First Net Governing Body Address,,"['firstnet', 'first net', 'broadband']",https://data.colorado.gov/resource/fmht-ew3f.json,,Tina
cntybnd2001,Counties and All-Hazards Regions,[],https://data.colorado.gov/resource/rcg3-vazd.json,,Dan Martinez
"Colorado's Named Peaks greater than 14,000 feet above sea level.","Colorado has 58 Named Peaks greater than 14,000 feet above sea level.","['colorado department of natural resources', 'colorado geological survey', 'peaks', 'sea level']",https://data.colorado.gov/resource/9333-96ac.json,,April Broome
"Colorado State Minimum Wage, 2010 - 2017","Minimum wage in Colorado, including tipped employees, from 2010 to 2017.","['colorado department of labor & employment', 'wage', 'minimum', 'employee', 'employment']",https://data.colorado.gov/resource/ijcd-v284.json,,April Broome
Colorado's Occupational Wage Area Distribution 2012,Colorado's occupational wage area distribution with the highest annual mean wage for all occupations in 2012.,"['colorado department of labor & employment', 'occupation', 'employment']",https://data.colorado.gov/resource/ueru-6frh.json,,April Broome
Occupational Employment and Wage Rates (OES) for Multiple Occupations in Colorado in 2012,Annual occupational employment and annual wage data for Multiple Occupations in Colorado in 2012.,"['colorado department of labor & employment', 'occupation', 'employment', 'wage rates']",https://data.colorado.gov/resource/q4td-j26j.json,,April Broome
Traffic Serious Injuries Report,"Number of people involved in traffic incidents on Colorado roads that resulted in evident injuries, whether incapacitating or not.","['colorado department of transportation', 'cdot', 'injuries', 'traffic', 'incidents']",https://data.colorado.gov/resource/evhh-29di.json,,April Broome
Traffic Fatalities Reports,Number of traffic fatalities each year on Colorado roads,"['colorado department of transportation', 'cdot', 'fatalities', 'traffic', 'accident', 'drivers']",https://data.colorado.gov/resource/x4sc-qhui.json,,April Broome
Transit Ridership in Colorado,"Passengers took almost 120 million trips in 2012 on Colorado’s public transportation vehicles, which include buses, light rail and vehicles used by services that transport disabled people. A trip is counted each time a passenger boards a vehicle, no matter how many vehicles the passenger takes to reach a destination.","['colorado department of transportation', 'cdot', 'transit', 'passengers', 'trips', 'rtd', 'light rail', 'buses', 'vehicles']",https://data.colorado.gov/resource/j24f-h6ie.json,,April Broome
Travel Delays In Congested Highway Segments,"Congestion measurements are defined by travel-time delay, which is the difference between the travel time on highways at the free flow speed and the time spent in current traffic. In 2012, the average travel-time delay on all congested corridors was 17.2 minutes per traveler, per day. A highway is considered congested when the peak traffic volume is 85 percent or greater than what the highway was designed to sustain.","['colorado department of transportation', 'cdot', 'travel', 'delays', 'congestion', 'highway', 'segment']",https://data.colorado.gov/resource/7vr4-tk3z.json,,April Broome
"Traffic Services Maintenance - Striping, Signs, Signals, and Guardrail Maintenance","A letter grade is used to rate traffic services. This maintenance program ensures that stripes on traffic lanes are clearly marked, highway signs are visible, traffic signals are functioning properly and guardrails are intact and functioning.","['colorado department of transportation', 'cdot', 'traffic services', 'maintenance', 'striping', 'signs', 'signals', 'guardrail']",https://data.colorado.gov/resource/3phq-hiqt.json,,April Broome
Colorado Snow Ice Control,"CDOT’s maintenance program establishes a target letter grade it expects to achieve for snow and ice control each year. During the winter, CDOT maintenance workers complete surveys to grade their performance using established criteria based on the year’s budget. Higher grades are typically achieved during lower-cost, milder winters.","['colorado department of transportation', 'cdot', 'snow', 'ice', 'control', 'maintenance']",https://data.colorado.gov/resource/8862-9ctg.json,,April Broome
CDOT Maintenance Report,"CDOT measures the overall performance of its maintenance program by assigning letter grades to nine program areas, such as Snow and Ice Removal, Roadway Striping, Sign and Signal Maintenance, and Rest Area Maintenance. The overall grade for maintenance reflects the performance of all nine areas.","['colorado department of transportation', 'cdot', 'maintaince', 'snow', 'ice', 'removal', 'roadway striping', 'sign and signal', 'rest area']",https://data.colorado.gov/resource/mh72-9v9v.json,,April Broome
Colorado's Highway Conditions Grade,CDOT gives a letter grade to overall roadway condition. It is a combination of the percent of highway pavement determined to have high or moderate Drivability Life and the level of service (LOS) delivered by CDOT’s maintenance program. The Department in 2013 changed its way of evaluating pavement condition. Grades for previous years are not directly comparable.,"['colorado department of transportation', 'cdot', 'highway', 'condition', 'grade']",https://data.colorado.gov/resource/vk5i-uf67.json,,April Broome
Colorado's Tunnels Maintenance Rate,"The tunnel maintenance program tracks CDOT progress in maintaining tunnels on the State Highway System. A letter grade is given every year on maintenance activities at the Eisenhower-Johnson and Hanging Lake tunnels on I-70. Maintenance on these aging tunnels includes tunnel washing and sweeping, ventilation maintenance, snow removal, emergency response and round-the-clock television surveillance.","['colorado department of transportation', 'cdot', 'tunnel', 'maintenance', 'grade', 'condition']",https://data.colorado.gov/resource/i2eb-gjgu.json,,April Broome
Colorado's Bridge Deck Condition Rate,Bridges in good condition typically have a rating from 80 to 100 and generally meet all safety and geometry standards. Good structures typically only require preservation-focused maintenance. Bridges in fair condition have a sufficiency rating from 50 to 80 and are qualified as structurally deficient or functionally obsolete. They marginally satisfy safety and geometry standards and require preservation-focused maintenance or occasional corrective rehabilitation work. Any bridge with a sufficiency rating of less than 50 and a status of structurally deficient or functionally obsolete is considered to be in poor condition. Bridges rated poor have exceeded their viable service life and require replacement or major rehabilitation.,"['colorado department of transportation cdot', 'bridge', 'condition', 'budget', 'good', 'fair']",https://data.colorado.gov/resource/7am5-s63e.json,,April Broome
Consumer Price Index 2014,Consumer Price Index for the state from US Bureau of Labor and Statistics from 1913 to 2014 provided by the Colorado Department of Labor and Employment (CDLE).,"['bic', 'gocodecolorado', 'colorado', 'cdle', 'colorado department of labor and employment', 'lmi', 'wid', 'ces', 'labor', 'statistics', 'consumer', 'price index', 'denver']",https://data.colorado.gov/resource/bynd-i2hj.json,,Colorado Information Marketplace
Public College and University Enrollment: 2010 to 2012,"Two-Year and four-year public colleges and universities enrollment, from 2010 to 2012","['colorado department of higher education', 'public college', 'university', 'enrollment', 'two year', 'four year']",https://data.colorado.gov/resource/mk6f-w5ki.json,,April Broome
"Colleges and Universities General Information, Fall 2012",Colorado's Colleges and Universities General Information.,"['colorado department of higher education', 'colleges', 'universities', 'public', 'private', 'two years', 'four years', 'undergraduate', 'graduate']",https://data.colorado.gov/resource/5cc4-nywi.json,,April Broome
Cellular Performance Tests in Colorado 2015,"Mobile device performance tests for cellular networks, latency, signal strength, download and upload performance tests by carrier from the Office of Information Technology (OIT).","['bic', 'gocodecolorado', 'colorado', 'oit', 'office of information technology', 'it', 'information technology', 'cellular', 'performance', 'latency', 'signal strength', 'download', 'upload', 'tests', 'networks', 'speed']",https://data.colorado.gov/resource/6ad7-gqy3.json,,Colorado Information Marketplace
Business Entities in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Colorado Business Entities (corporations, LLCs, etc.) registered with the Colorado Department of State (CDOS) since 1864.","['bic', 'gocodecolorado', 'covid19', 'colorado', 'business', 'businesses organization', 'registration', 'registered business', 'address', 'location', 'name', 'entity', 'business entity', 'bizent']",https://data.colorado.gov/resource/4ykn-tg5h.json,,Colorado Information Marketplace
"Cases of West Nile Virus by Age Group & Gender: Colorado, 2012",Cases of West Nile Virus by Age Group & Gender,"['colorado department of public health & environment', '2012', 'west nile virus', 'age']",https://data.colorado.gov/resource/6s3c-6ntz.json,,April Broome
"Human West Nile Virus Infections by County:  December 31, 2012",Counties not listed have no verified human cases of WNV,"['colorado department of public health & environment', 'west nile virus', 'fever', 'meningitism encephalitis']",https://data.colorado.gov/resource/8ny6-t8g8.json,,April Broome
Uniform Commercial Code (UCC) Collateral Information in Colorado,"This dataset includes Uniform Commercial Code (UCC) financing statements, effective financing statements (EFS), and liens. Fields in this dataset include action reference codes and types, farm products and additional collateral information from the Colorado Department of State (CDOS).","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'ucc', 'uniform commercial code', 'secured transaction', 'financing', 'financing statements', 'efs', 'effective financing statements', 'liens', 'entities', 'filings', 'reference types', 'debtor', 'status']",https://data.colorado.gov/resource/4am6-w6u4.json,,Colorado Information Marketplace
County Areas Collecting State Sales Tax in Colorado,Sales tax rate for specific industries in 51 counties in Colorado as reported by the Department of Revenue. This data set is provided by the Department of Revenue (CDOR).,"['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'taxes', 'sales tax', 'counties', 'license fees', 'service fees']",https://data.colorado.gov/resource/h5yt-egtp.json,,Colorado Information Marketplace
City Tax Rates Without State Collected Tax in Colorado,"Sales tax rate for 83 cities with service and license fees, in Colorado along with the city’s mailing address as reported by the Department of Revenue (CDOR).","['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'taxes', 'sales tax', 'cities', 'license fees', 'service fees', 'city address']",https://data.colorado.gov/resource/nd6a-59yu.json,,Colorado Information Marketplace
City Areas Collecting State Sales Tax in Colorado,"Sales tax rate for 83 cities, along with service and license fees, in Colorado along with the city’s mailing address as reported by the Department of Revenue (CDOR).","['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'taxes', 'sales tax', 'cities', 'license fees', 'service fees', 'city address']",https://data.colorado.gov/resource/wx84-he7r.json,,Colorado Information Marketplace
Use Tax Rates for Districts in Colorado,Tax rates for civil services based on use of services for 81 transportation and metropolitan districts across the State of Colorado as provided by the Department of Revenue (CDOR).,"['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'taxes', 'tax rates', 'civil services', 'transportation districts', 'metropolitan districts']",https://data.colorado.gov/resource/kch9-6p6i.json,,Colorado Information Marketplace
Medical Marijuana Statistics - County Information,"Medical Marijuana Registry Program Update by County as of January 31, 2014","['colorado department of public health & environment', 'medical marijuana', 'patients', 'registry']",https://data.colorado.gov/resource/7wau-rnkf.json,,April Broome
Uniform Commercial Code (UCC) Filing Information in Colorado,"This dataset includes Uniform Commercial Code (UCC) financing statements, effective financing statements (EFS), and liens. This datasets includes information on the entity id and transaction id, the filing date, filing type, lapse date, financial statement type and a mobile home flag column.  This data set is provided by the Colorado Department of State (CDOS).","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'ucc', 'uniform commercial code', 'financing', 'financing statements', 'efs', 'effective financing statements', 'liens', 'entities', 'filings']",https://data.colorado.gov/resource/wffy-3uut.json,,Colorado Information Marketplace
Uniform Commercial Code (UCC) Debtor Information in Colorado,"This dataset includes Uniform Commercial Code (UCC) financing statements, effective financing statements (EFS), and liens. Fields in this dataset include action reference codes and types, debtor name, address and status. This data set is provided by the Colorado Department of State (CDOS). Records that are Inactive for two years or longer may contain formatting issues due to older data entry errors.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'ucc', 'uniform commercial code', 'financing', 'collateral', 'financing statements', 'efs', 'effective financing statements', 'liens', 'entities', 'filings', 'farm products', 'collateral information']",https://data.colorado.gov/resource/8upq-58vz.json,,Colorado Information Marketplace
Self-Reported Incidents by all Health Facilities in Colorado from 2003 to 2013,"ALL OCCURRENCES REPORTED BY ALL FACILITIES (Assisted Living Residences, Ambulatory Surgical Centers, Group homes for developmentally disabled individuals, ICFIID, Dialysis Centers, Home Health Agencies, Hospitals - Acute, Hospitals - Psych, Hospice, Long Term Care/Nursing Homes).","['colorado department of public health & environment', 'incidents', 'occurrence', 'facilities', 'abuse', 'injuries', 'neglect', 'death', 'burn', 'sexual assault', 'verbal assault']",https://data.colorado.gov/resource/c5yu-mxu8.json,,April Broome
2013 Self-Reported Incidents by all Health Facilities in Colorado,"ALL OCCURRENCES REPORTED BY ALL FACILITIES (Assisted Living Residences, Ambulatory Surgical Centers, Group homes for developmentally disabled individuals, ICFIID, Dialysis Centers, Home Health Agencies, Hospitals - Acute, Hospitals - Psych, Hospice, Long Term Care/Nursing Homes).","['colorado department of public health & environment', '2013', 'incidents', 'occurrence', 'facilities', 'abuse', 'injuries', 'neglect', 'death', 'burn', 'sexual assault', 'verbal assault']",https://data.colorado.gov/resource/esdh-m7sw.json,,April Broome
2009 Health Disparities Report and Data,Racial and Ethnic Health Disparities in Colorado - 2009,"['colorado department of health and environment', '2009', 'health disparities', 'racial', 'ethical', 'african american', 'latino', 'hispanic', 'asian', 'pacific islanders', 'american indian', 'native american']",https://data.colorado.gov/resource/a498-a63g.json,,April Broome
Federal Tax-Exempt Subsection Codes in Colorado,Description of IRS tax-exempt subsection codes and the type of federal return each type must file.,"['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charities', 'filings', 'filing type', 'taxes', 'solicitation', 'charity registration']",https://data.colorado.gov/resource/2z9k-uy4q.json,,Colorado Information Marketplace
Other State Solicitation of Charities’ Registrants in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Non-profit organizations (NPO) data consisting of authorized solicitation, and registration data in Colorado by the Colorado Department of State (CDOS).","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'solicitors', 'paid solicitors', 'states', 'registration', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charity registration']",https://data.colorado.gov/resource/5wyf-xqw7.json,,Colorado Information Marketplace
Communication Methods Used in Solicitation Campaigns in Colorado,Communication methods to be used in a particular soliciation campaign as listed in solicitation notices filed by paid solicitors and signed by charity.Data collected by the Colorado Department of State's Charities Program.,"['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'solicitors', 'paid solicitors', 'registrant types', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charity registration']",https://data.colorado.gov/resource/w6kb-3vsj.json,,Colorado Information Marketplace
Charitable Solicitation Call Center Locations in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Locations and phone numbers from which telephone solicitations will be made into Colorado.  Reported on solicitation notices filed with the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'solicitation', 'notices', 'solicitation notices', 'fundraising', 'fundraiser', 'donation', 'contribution', 'paid solicitors', 'dates', 'charity registration']",https://data.colorado.gov/resource/wwhd-vg25.json,,Colorado Information Marketplace
